1,Physical sciences
8dn3,Vertebrates; Neurophysiology; Birds
8dn4,Vertebrates; Neurophysiology; Mammals
8dp0,Vertebrates; Senses; 
8dp1,Vertebrates; Senses; Amphibians
8dp2,Vertebrates; Senses; Reptiles
8dp3,Vertebrates; Senses; Birds
8dp4,Vertebrates; Senses; Mammals
8dq0,Vertebrates; Physiological response to physical factors; 
8dq1,Vertebrates; Physiological response to physical factors; Amphibians
8dq2,Vertebrates; Physiological response to physical factors; Reptiles
8dq3,Vertebrates; Physiological response to physical factors; Birds
8dq4,Vertebrates; Physiological response to physical factors; Mammals
8dr0,Vertebrates; Physiological response to chemicals; 
8dr1,Vertebrates; Physiological response to chemicals; Amphibians
8dr2,Vertebrates; Physiological response to chemicals; Birds
8dr3,Vertebrates; Physiological response to chemicals; Mammals
8dr4,Vertebrates; Physiological response to chemicals
8ds0,Vertebrates; Biochemistry; 
8ds1,Vertebrates; Biochemistry; Amphibians
8ds2,Vertebrates; Biochemistry; Reptiles
8ds3,Vertebrates; Biochemistry; Birds
8ds4,Vertebrates; Biochemistry; Mammals
8dt0,Vertebrates; Molecular Biology; 
8dt1,Vertebrates; Molecular Biology; Amphibians
8dt2,Vertebrates; Molecular Biology; Reptiles
8dt3,Vertebrates; Molecular Biology; Birds
8dt4,Vertebrates; Molecular Biology; Mammals
8du0,Vertebrates; Biodegradation; 
8du1,Vertebrates; Biodegradation; Amphibians
8du2,Vertebrates; Biodegradation; Reptiles
8du3,Vertebrates; Biodegradation; Birds
8du4,Vertebrates; Biodegradation; Mammals
8dv0,Vertebrates; Immunology; 
8dv1,Vertebrates; Immunology; Amphibians
8dv2,Vertebrates; Immunology; Reptiles
8dv3,Vertebrates; Immunology; Birds
8dv4,Vertebrates; Immunology; Mammals
8e0,Vertebrates; Ecology; 
8e1,Vertebrates; Ecology; Amphibians
8e2,Vertebrates; Ecology; Reptiles
8e3,Vertebrates; Ecology; Birds
8e4,Vertebrates; Ecology; Mammals
8ea0,Vertebrates; Ecology; Inland Waters; 
8ea1,Vertebrates; Ecology; Inland Waters; Amphibians
8ea2,Vertebrates; Ecology; Inland Waters; Reptiles
8ea3,Vertebrates; Ecology; Inland Waters; Birds
8ea4,Vertebrates; Ecology; Inland Waters; Mammals
8eb0,Vertebrates; Ecology; Lakes; 
8eb1,Vertebrates; Ecology; Lakes; Amphibians
8eb2,Vertebrates; Ecology; Lakes; Reptiles
8eb3,Vertebrates; Ecology; Lakes; Birds
8eb4,Vertebrates; Ecology; Lakes; Mammals
8ec0,Vertebrates; Ecology; Temporary ponds; Temporary pools; 
8ec1,Vertebrates; Ecology; Temporary ponds; Temporary pools; Amphibians
8ec2,Vertebrates; Ecology; Temporary ponds; Temporary pools; Reptiles
8ec3,Vertebrates; Ecology; Temporary ponds; Temporary pools; Birds
8ec4,Vertebrates; Ecology; Temporary ponds; Temporary pools; Mammals
8ed0,Vertebrates; Ecology; Flowing waters; Rivers; 
8ed1,Vertebrates; Ecology; Flowing waters; Rivers; Amphibians
8ed2,Vertebrates; Ecology; Flowing waters; Rivers; Reptiles
8ed3,Vertebrates; Ecology; Flowing waters; Rivers; Birds
8ed4,Vertebrates; Ecology; Flowing waters; Rivers; Mammals
8ee0,Vertebrates; Ecology; Estuaries; Lagoons; 
8ee1,Vertebrates; Ecology; Estuaries; Lagoons; Amphibians
8ee2,Vertebrates; Ecology; Estuaries; Lagoons; Reptiles
8ee3,Vertebrates; Ecology; Estuaries; Lagoons; Birds
8ee4,Vertebrates; Ecology; Estuaries; Lagoons; Mammals
8ef0,Vertebrates; Ecology; Seas; Oceans; 
8ef1,Vertebrates; Ecology; Seas; Oceans; Amphibians
8ef2,Vertebrates; Ecology; Seas; Oceans; Reptiles
8ef3,Vertebrates; Ecology; Seas; Oceans; Birds
8ef4,Vertebrates; Ecology; Seas; Oceans; Mammals
8eg0,Vertebrates; Ecology; Soil water; 
8eg1,Vertebrates; Ecology; Soil water; Amphibians
8eg2,Vertebrates; Ecology; Soil water; Reptiles
8eg3,Vertebrates; Ecology; Soil water; Birds
8eg4,Vertebrates; Ecology; Soil water; Mammals
8eh0,Vertebrates; Ecology; Wetlands; 
8eh1,Vertebrates; Ecology; Wetlands; Amphibians
8eh2,Vertebrates; Ecology; Wetlands; Reptiles
8eh3,Vertebrates; Ecology; Wetlands; Birds
8eh4,Vertebrates; Ecology; Wetlands; Mammals
8ej0,Vertebrates; Ecology; Snow; Ice; 
8ej1,Vertebrates; Ecology; Snow; Ice; Amphibians
8ej2,Vertebrates; Ecology; Snow; Ice; Reptiles
8ej3,Vertebrates; Ecology; Snow; Ice; Birds
8ej4,Vertebrates; Ecology; Snow; Ice; Mammals
8ek0,Vertebrates; Ecology; Atmosphere; 
8ek1,Vertebrates; Ecology; Atmosphere; Amphibians
8ek2,Vertebrates; Ecology; Atmosphere; Reptiles
8ek3,Vertebrates; Ecology; Atmosphere; Birds
8ek4,Vertebrates; Ecology; Atmosphere; Mammals
8em0,Vertebrates; Ecology; Coasts; 
8em1,Vertebrates; Ecology; Coasts; Amphibians
8em2,Vertebrates; Ecology; Coasts; Reptiles
8em3,Vertebrates; Ecology; Coasts; Birds
8em4,Vertebrates; Ecology; Coasts; Mammals
8en0,Vertebrates; Ecology; Laboratory experimentation; 
8en1,Vertebrates; Ecology; Laboratory experimentation; Amphibians
8en2,Vertebrates; Ecology; Laboratory experimentation; Reptiles
8en3,Vertebrates; Ecology; Laboratory experimentation; Birds
8en4,Vertebrates; Ecology; Laboratory experimentation; Mammals
8eo0,Vertebrates; Ecology; Biological interaction; 
8eo1,Vertebrates; Ecology; Biological interaction; Amphibians
8eo2,Vertebrates; Ecology; Biological interaction; Reptiles
8eo3,Vertebrates; Ecology; Biological interaction; Birds
8eo4,Vertebrates; Ecology; Biological interaction; Mammals
8ep0,Vertebrates; Ecology; Underground waters; 
8ep1,Vertebrates; Ecology; Underground waters; Amphibians
8ep2,Vertebrates; Ecology; Underground waters; Reptiles
8ep3,Vertebrates; Ecology; Underground waters; Birds
8ep4,Vertebrates; Ecology; Underground waters; Mammals
8eq0,Vertebrates; Ecology; Hot springs; 
8eq1,Vertebrates; Ecology; Hot springs; Amphibians
8eq2,Vertebrates; Ecology; Hot springs; Reptiles
8eq3,Vertebrates; Ecology; Hot springs; Birds
8eq4,Vertebrates; Ecology; Hot springs; Mammals
8er0,Vertebrates; Ecology; Inland seas; Salt lakes; 
8er1,Vertebrates; Ecology; Inland seas; Salt lakes; Amphibians
8er2,Vertebrates; Ecology; Inland seas; Salt lakes; Reptiles
8er3,Vertebrates; Ecology; Inland seas; Salt lakes; Birds
8er4,Vertebrates; Ecology; Inland seas; Salt lakes; Mammals
8es0,Vertebrates; Ecology; Sewage; 
8es1,Vertebrates; Ecology; Sewage; Amphibians
8es2,Vertebrates; Ecology; Sewage; Reptiles
8es3,Vertebrates; Ecology; Sewage; Birds
8es4,Vertebrates; Ecology; Sewage; Mammals
8et0,Vertebrates; Ecology; Canals; 
8et1,Vertebrates; Ecology; Canals; Amphibians
8et2,Vertebrates; Ecology; Canals; Reptiles
8et3,Vertebrates; Ecology; Canals; Birds
8et4,Vertebrates; Ecology; Canals; Mammals
8eu0,Vertebrates; Ecology; Plant litter; 
8eu1,Vertebrates; Ecology; Plant litter; Amphibians
8eu2,Vertebrates; Ecology; Plant litter; Reptiles
8eu3,Vertebrates; Ecology; Plant litter; Birds
8eu4,Vertebrates; Ecology; Plant litter; Mammals
8ew0,Vertebrates; Ecology; Water supply; 
8ew1,Vertebrates; Ecology; Water supply; Amphibians
8ew2,Vertebrates; Ecology; Water supply; Reptiles
8ew3,Vertebrates; Ecology; Water supply; Birds
8ew4,Vertebrates; Ecology; Water supply; Mammals
8ex0,Vertebrates; Radioecology; 
8ex1,Vertebrates; Radioecology; Amphibians
8ex2,Vertebrates; Radioecology; Reptiles
8ex3,Vertebrates; Radioecology; Birds
8ex4,Vertebrates; Radioecology; Mammals
8f0,Vertebrates; Life cycle; 
8f1,Vertebrates; Life cycle; Amphibians
8f2,Vertebrates; Life cycle; Reptiles
8f3,Vertebrates; Life cycle; Birds
8f4,Vertebrates; Life cycle; Mammals
8g0,Vertebrates; Sociology; Biological control; 
8g1,Vertebrates; Sociology; Biological control; Amphibians
8g2,Vertebrates; Sociology; Biological control; Reptiles
8g3,Vertebrates; Sociology; Biological control; Birds
8g4,Vertebrates; Sociology; Biological control; Mammals
8h0,Vertebrates; Pathology; 
8h1,Vertebrates; Pathology; Amphibians
8h2,Vertebrates; Pathology; Reptiles
8h3,Vertebrates; Pathology; Birds
8h4,Vertebrates; Pathology; Mammals
8m0,Vertebrates; Fossils; 
8m1,Vertebrates; Fossils; Amphibians
8m2,Vertebrates; Fossils; Reptiles
8m3,Vertebrates; Fossils; Birds
8m4,Vertebrates; Fossils; Mammals
8n0,Vertebrates; Genetics; 
8n1,Vertebrates; Genetics; Amphibians
8n2,Vertebrates; Genetics; Reptiles
8n3,Vertebrates; Genetics; Birds
8n4,Vertebrates; Genetics; Mammals
8p0,Vertebrates; Behaviour; 
8p1,Vertebrates; Behaviour; Amphibians
8p2,Vertebrates; Behaviour; Reptiles
8p3,Vertebrates; Behaviour; Birds
8p4,Vertebrates; Behaviour; Mammals
9, Biology; Limnology
9a0, Biology; Methods
9a1, Biology; 
9a2, Biology; 
9a3, Biology; Ecology
9a4, Biology; Socioeconomic environment
9a5, Biology; Geographical distribution
9a6, Biology; History
9a7, Biology; Chemicophysical properties  
9b0, Botany; Methods
9b1, Botany; 
9b2, Botany; 
9b3, Botany; Ecology
9b4, Botany; Socioeconomic environment
9b5, Botany; Geographical distribution
9b6, Botany; History
9b7, Botany; Chemicophysical properties  
9c0, Zoology; Methods
9c1, Zoology; 
9c2, Zoology; 
9c3, Zoology; Ecology
9c4, Zoology; Socioeconomic environment
9c5, Zoology; Geographical distribution
9c6, Zoology; History
9c7, Zoology; Chemicophysical properties  
9d0, Physiology; Biochemistry; Methods
9d1, Physiology; Biochemistry; 
9d2, Physiology; Biochemistry; 
9d3, Physiology; Biochemistry; Ecology
9d4, Physiology; Biochemistry; Socioeconomic environment
9d5, Physiology; Biochemistry; Geographical distribution
9d6, Physiology; Biochemistry; History
9d7, Physiology; Biochemistry; Chemicophysical properties  
9da0, Physiology; Biochemistry; Methods
9da1, Physiology; Biochemistry; Methods; 
9da2, Physiology; Biochemistry; Methods; 
9da3, Physiology; Biochemistry; Methods; Ecology
9da4, Physiology; Biochemistry; Methods; Socioeconomic environment
9da5, Physiology; Biochemistry; Methods; Geographical distribution
9da6, Physiology; Biochemistry; Methods; History
9da7, Physiology; Biochemistry; Methods; Chemicophysical properties  
9db0, Physiology; Biochemistry; Histology; Histochemistry; Cytology; Methods
9db1, Physiology; Biochemistry; Histology; Histochemistry; Cytology; 
9db2, Physiology; Biochemistry; Histology; Histochemistry; Cytology; 
9db3, Physiology; Biochemistry; Histology; Histochemistry; Cytology; Ecology
9db4, Physiology; Biochemistry; Histology; Histochemistry; Cytology; Socioeconomic environment
9db5, Physiology; Biochemistry; Histology; Histochemistry; Cytology; Geographical distribution
9db6, Physiology; Biochemistry; Histology; Histochemistry; Cytology; History
9db7, Physiology; Biochemistry; Histology; Histochemistry; Cytology; Chemicophysical properties  
9dc0, Physiology; Biochemistry; Body fluids; Methods
9dc1, Physiology; Biochemistry; Body fluids; 
9dc2, Physiology; Biochemistry; Body fluids; 
9dc3, Physiology; Biochemistry; Body fluids; Ecology
9dc4, Physiology; Biochemistry; Body fluids; Socioeconomic environment
9dc5, Physiology; Biochemistry; Body fluids; Geographical distribution
9dc6, Physiology; Biochemistry; Body fluids; History
9dc7, Physiology; Biochemistry; Body fluids; Chemicophysical properties  
9dd0, Physiology; Biochemistry; Respiration; Energetics; Methods
9dd1, Physiology; Biochemistry; Respiration; Energetics; 
9dd2, Physiology; Biochemistry; Respiration; Energetics; 
9dd3, Physiology; Biochemistry; Respiration; Energetics; Ecology
9dd4, Physiology; Biochemistry; Respiration; Energetics; Socioeconomic environment
9dd5, Physiology; Biochemistry; Respiration; Energetics; Geographical distribution
9dd6, Physiology; Biochemistry; Respiration; Energetics; History
9dd7, Physiology; Biochemistry; Respiration; Energetics; Chemicophysical properties  
9de0, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; Methods
9de1, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; 
9de2, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; 
9de3, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; Ecology
9de4, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; Socioeconomic environment
9de5, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; Geographical distribution
9de6, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; History
9de7, Physiology; Biochemistry; Photosynthesis; Chemosynthesis; Chemicophysical properties  
9df0, Physiology; Biochemistry; Metabolism; Methods
9df1, Physiology; Biochemistry; Metabolism; 
9df2, Physiology; Biochemistry; Metabolism; 
9df3, Physiology; Biochemistry; Metabolism; Ecology
9df4, Physiology; Biochemistry; Metabolism; Socioeconomic environment
9df5, Physiology; Biochemistry; Metabolism; Geographical distribution
9df6, Physiology; Biochemistry; Metabolism; History
9df7, Physiology; Biochemistry; Metabolism; Chemicophysical properties  
9dg0, Physiology; Biochemistry; Growth;  Methods
9dg1, Physiology; Biochemistry; Growth;  
9dg2, Physiology; Biochemistry; Growth;  
9dg3, Physiology; Biochemistry; Growth;  Ecology
9dg4, Physiology; Biochemistry; Growth;  Socioeconomic environment
9dg5, Physiology; Biochemistry; Growth;  Geographical distribution
9dg6, Physiology; Biochemistry; Growth;  History
9dg7, Physiology; Biochemistry; Growth;  Chemicophysical properties  
9dh0, Physiology; Biochemistry; Reproduction; Methods
9dh1, Physiology; Biochemistry; Reproduction; 
9dh2, Physiology; Biochemistry; Reproduction; 
9dh3, Physiology; Biochemistry; Reproduction; Ecology
9dh4, Physiology; Biochemistry; Reproduction; Socioeconomic environment
9dh5, Physiology; Biochemistry; Reproduction; Geographical distribution
9dh6, Physiology; Biochemistry; Reproduction; History
9dh7, Physiology; Biochemistry; Reproduction; Chemicophysical properties  
9dj0, Physiology; Biochemistry; Endocrinological functions; Methods
9dj1, Physiology; Biochemistry; Endocrinological functions; 
9dj2, Physiology; Biochemistry; Endocrinological functions; 
9dj3, Physiology; Biochemistry; Endocrinological functions; Ecology
9dj4, Physiology; Biochemistry; Endocrinological functions; Socioeconomic environment
9dj5, Physiology; Biochemistry; Endocrinological functions; Geographical distribution
9dj6, Physiology; Biochemistry; Endocrinological functions; History
9dj7, Physiology; Biochemistry; Endocrinological functions; Chemicophysical properties  
9dk0, Physiology; Biochemistry; Biological rhythms; Methods
9dk1, Physiology; Biochemistry; Biological rhythms; 
9dk2, Physiology; Biochemistry; Biological rhythms; 
9dk3, Physiology; Biochemistry; Biological rhythms; Ecology
9dk4, Physiology; Biochemistry; Biological rhythms; Socioeconomic environment
9dk5, Physiology; Biochemistry; Biological rhythms; Geographical distribution
9dk6, Physiology; Biochemistry; Biological rhythms; History
9dk7, Physiology; Biochemistry; Biological rhythms; Chemicophysical properties  
9dm0, Physiology; Biochemistry; Movement;  Methods
9dm1, Physiology; Biochemistry; Movement;  
9dm2, Physiology; Biochemistry; Movement;  
9dm3, Physiology; Biochemistry; Movement;  Ecology
9dm4, Physiology; Biochemistry; Movement;  Socioeconomic environment
9dm5, Physiology; Biochemistry; Movement;  Geographical distribution
9dm6, Physiology; Biochemistry; Movement;  History
9dm7, Physiology; Biochemistry; Movement;  Chemicophysical properties  
9dn0, Physiology; Biochemistry; Neurophysiology; Methods
9dn1, Physiology; Biochemistry; Neurophysiology; 
9dn2, Physiology; Biochemistry; Neurophysiology; 
9dn3, Physiology; Biochemistry; Neurophysiology; Ecology
9dn4, Physiology; Biochemistry; Neurophysiology; Socioeconomic environment
9dn5, Physiology; Biochemistry; Neurophysiology; Geographical distribution
9dn6, Physiology; Biochemistry; Neurophysiology; History
9dn7, Physiology; Biochemistry; Neurophysiology; Chemicophysical properties  
9dp0, Physiology; Biochemistry; Senses; Methods
9dp1, Physiology; Biochemistry; Senses; 
9dp2, Physiology; Biochemistry; Senses; 
9dp3, Physiology; Biochemistry; Senses; Ecology
9dp4, Physiology; Biochemistry; Senses; Socioeconomic environment
9dp5, Physiology; Biochemistry; Senses; Geographical distribution
9dp6, Physiology; Biochemistry; Senses; History
9dp7, Physiology; Biochemistry; Senses; Chemicophysical properties  
9dq0, Physiology; Biochemistry; Physiological response to physical factors; Methods
9dq1, Physiology; Biochemistry; Physiological response to physical factors; 
9dq2, Physiology; Biochemistry; Physiological response to physical factors; 
9dq3, Physiology; Biochemistry; Physiological response to physical factors; Ecology
9dq4, Physiology; Biochemistry; Physiological response to physical factors; Socioeconomic environment
9dq5, Physiology; Biochemistry; Physiological response to physical factors; Geographical distribution
9dq6, Physiology; Biochemistry; Physiological response to physical factors; History
9dq7, Physiology; Biochemistry; Physiological response to physical factors; Chemicophysical properties  
9dr0, Physiology; Biochemistry; Physiological response to physical factors; Methods
9dr1, Physiology; Biochemistry; Physiological response to physical factors; 
9dr2, Physiology; Biochemistry; Physiological response to physical factors; 
9dr3, Physiology; Biochemistry; Physiological response to physical factors; Ecology
9dr4, Physiology; Biochemistry; Physiological response to physical factors; Socioeconomic environment
9dr5, Physiology; Biochemistry; Physiological response to physical factors; Geographical distribution
9dr6, Physiology; Biochemistry; Physiological response to physical factors; History
9dr7, Physiology; Biochemistry; Physiological response to physical factors; Chemicophysical properties  
9ds0, Physiology; Biochemistry; Biochemistry; Methods
9ds1, Physiology; Biochemistry; Biochemistry; 
9ds2, Physiology; Biochemistry; Biochemistry; 
9ds3, Physiology; Biochemistry; Biochemistry; Ecology
9ds4, Physiology; Biochemistry; Biochemistry; Socioeconomic environment
9ds5, Physiology; Biochemistry; Biochemistry; Geographical distribution
9ds6, Physiology; Biochemistry; Biochemistry; History
9ds7, Physiology; Biochemistry; Biochemistry; Chemicophysical properties  
9dt0, Physiology; Biochemistry; Molecular Biology; Methods
9dt1, Physiology; Biochemistry; Molecular Biology; 
9dt2, Physiology; Biochemistry; Molecular Biology; 
9dt3, Physiology; Biochemistry; Molecular Biology; Ecology
9dt4, Physiology; Biochemistry; Molecular Biology; Socioeconomic environment
9dt5, Physiology; Biochemistry; Molecular Biology; Geographical distribution
9dt6, Physiology; Biochemistry; Molecular Biology; History
9dt7, Physiology; Biochemistry; Molecular Biology; Chemicophysical properties  
9du0, Physiology; Biochemistry; Biodegradation; Methods
9du1, Physiology; Biochemistry; Biodegradation; 
9du2, Physiology; Biochemistry; Biodegradation; 
9du3, Physiology; Biochemistry; Biodegradation; Ecology
9du4, Physiology; Biochemistry; Biodegradation; Socioeconomic environment
9du5, Physiology; Biochemistry; Biodegradation; Geographical distribution
9du6, Physiology; Biochemistry; Biodegradation; History
9du7, Physiology; Biochemistry; Biodegradation; Chemicophysical properties  
9dv0, Physiology; Biochemistry; Immunology; Methods
9dv1, Physiology; Biochemistry; Immunology; 
9dv2, Physiology; Biochemistry; Immunology; 
9dv3, Physiology; Biochemistry; Immunology; Ecology
9dv4, Physiology; Biochemistry; Immunology; Socioeconomic environment
9dv5, Physiology; Biochemistry; Immunology; Geographical distribution
9dv6, Physiology; Biochemistry; Immunology; History
9dv7, Physiology; Biochemistry; Immunology; Chemicophysical properties  
9e0, Limnology; Hydrobiology; Methods
9e1, Limnology; Hydrobiology; 
9e2, Limnology; Hydrobiology; 
9e3, Limnology; Hydrobiology; Ecology
9e4, Limnology; Hydrobiology; Socioeconomic environment
9e5, Limnology; Hydrobiology; Geographical distribution
9e6, Limnology; Hydrobiology; History
9e7, Limnology; Hydrobiology; Chemicophysical properties  
9ea0, Limnology; Hydrobiology; Inland Waters; Methods
9ea1, Limnology; Hydrobiology; Inland Waters; 
9ea2, Limnology; Hydrobiology; Inland Waters; 
9ea3, Limnology; Hydrobiology; Inland Waters; Ecology
9ea4, Limnology; Hydrobiology; Inland Waters; Socioeconomic environment
9ea5, Limnology; Hydrobiology; Inland Waters; Geographical distribution
9ea6, Limnology; Hydrobiology; Inland Waters; History
9ea7, Limnology; Hydrobiology; Inland Waters; Chemicophysical properties  
9eb0, Limnology; Hydrobiology; Lakes; Methods
9eb1, Limnology; Hydrobiology; Lakes; 
9eb2, Limnology; Hydrobiology; Lakes; 
9eb3, Limnology; Hydrobiology; Lakes; Ecology
9eb4, Limnology; Hydrobiology; Lakes; Socioeconomic environment
9eb5, Limnology; Hydrobiology; Lakes; Geographical distribution
9eb6, Limnology; Hydrobiology; Lakes; History
9eb7, Limnology; Hydrobiology; Lakes; Chemicophysical properties  
9ec0, Limnology; Hydrobiology; Temporary ponds; Temporary pools; Methods
9ec1, Limnology; Hydrobiology; Temporary ponds; Temporary pools; 
9ec2, Limnology; Hydrobiology; Temporary ponds; Temporary pools; 
9ec3, Limnology; Hydrobiology; Temporary ponds; Temporary pools; Ecology
9ec4, Limnology; Hydrobiology; Temporary ponds; Temporary pools; Socioeconomic environment
9ec5, Limnology; Hydrobiology; Temporary ponds; Temporary pools; Geographical distribution
9ec6, Limnology; Hydrobiology; Temporary ponds; Temporary pools; History
9ec7, Limnology; Hydrobiology; Temporary ponds; Temporary pools; Chemicophysical properties  
9ed0, Limnology; Hydrobiology; Flowing waters; Rivers; Methods
9ed1, Limnology; Hydrobiology; Flowing waters; Rivers; 
9ed2, Limnology; Hydrobiology; Flowing waters; Rivers; 
9ed3, Limnology; Hydrobiology; Flowing waters; Rivers; Ecology
9ed4, Limnology; Hydrobiology; Flowing waters; Rivers; Socioeconomic environment
9ed5, Limnology; Hydrobiology; Flowing waters; Rivers; Geographical distribution
9ed6, Limnology; Hydrobiology; Flowing waters; Rivers; History
9ed7, Limnology; Hydrobiology; Flowing waters; Rivers; Chemicophysical properties  
9ee0, Limnology; Hydrobiology; Estuaries; Lagoons; Methods
9ee1, Limnology; Hydrobiology; Estuaries; Lagoons; 
9ee2, Limnology; Hydrobiology; Estuaries; Lagoons; 
9ee3, Limnology; Hydrobiology; Estuaries; Lagoons; Ecology
9ee4, Limnology; Hydrobiology; Estuaries; Lagoons; Socioeconomic environment
9ee5, Limnology; Hydrobiology; Estuaries; Lagoons; Geographical distribution
9ee6, Limnology; Hydrobiology; Estuaries; Lagoons; History
9ee7, Limnology; Hydrobiology; Estuaries; Lagoons; Chemicophysical properties  
9ef0, Limnology; Hydrobiology; Seas; Oceans; Methods
9ef1, Limnology; Hydrobiology; Seas; Oceans; 
9ef2, Limnology; Hydrobiology; Seas; Oceans; 
9ef3, Limnology; Hydrobiology; Seas; Oceans; Ecology
9ef4, Limnology; Hydrobiology; Seas; Oceans; Socioeconomic environment
9ef5, Limnology; Hydrobiology; Seas; Oceans; Geographical distribution
9ef6, Limnology; Hydrobiology; Seas; Oceans; History
9ef7, Limnology; Hydrobiology; Seas; Oceans; Chemicophysical properties  
9eg0, Limnology; Hydrobiology; Soil water; Methods
9eg1, Limnology; Hydrobiology; Soil water; 
9eg2, Limnology; Hydrobiology; Soil water; 
9eg3, Limnology; Hydrobiology; Soil water; Ecology
9eg4, Limnology; Hydrobiology; Soil water; Socioeconomic environment
9eg5, Limnology; Hydrobiology; Soil water; Geographical distribution
9eg6, Limnology; Hydrobiology; Soil water; History
9eg7, Limnology; Hydrobiology; Soil water; Chemicophysical properties  
9eh0, Limnology; Hydrobiology; Wetlands; Methods
9eh1, Limnology; Hydrobiology; Wetlands; 
9eh2, Limnology; Hydrobiology; Wetlands; 
9eh3, Limnology; Hydrobiology; Wetlands; Ecology
9eh4, Limnology; Hydrobiology; Wetlands; Socioeconomic environment
9eh5, Limnology; Hydrobiology; Wetlands; Geographical distribution
9eh6, Limnology; Hydrobiology; Wetlands; History
9eh7, Limnology; Hydrobiology; Wetlands; Chemicophysical properties  
9ej0, Limnology; Hydrobiology; Snow; Ice; Methods
9ej1, Limnology; Hydrobiology; Snow; Ice; 
9ej2, Limnology; Hydrobiology; Snow; Ice; 
9ej3, Limnology; Hydrobiology; Snow; Ice; Ecology
9ej4, Limnology; Hydrobiology; Snow; Ice; Socioeconomic environment
9ej5, Limnology; Hydrobiology; Snow; Ice; Geographical distribution
9ej6, Limnology; Hydrobiology; Snow; Ice; History
9ej7, Limnology; Hydrobiology; Snow; Ice; Chemicophysical properties  
9ek0, Limnology; Hydrobiology; Atmosphere; Methods
9ek1, Limnology; Hydrobiology; Atmosphere; 
9ek2, Limnology; Hydrobiology; Atmosphere; 
9ek3, Limnology; Hydrobiology; Atmosphere; Ecology
9ek4, Limnology; Hydrobiology; Atmosphere; Socioeconomic environment
9ek5, Limnology; Hydrobiology; Atmosphere; Geographical distribution
9ek6, Limnology; Hydrobiology; Atmosphere; History
9ek7, Limnology; Hydrobiology; Atmosphere; Chemicophysical properties  
9em0, Limnology; Hydrobiology; Coasts; Methods
9em1, Limnology; Hydrobiology; Coasts; 
9em2, Limnology; Hydrobiology; Coasts; 
9em3, Limnology; Hydrobiology; Coasts; Ecology
9em4, Limnology; Hydrobiology; Coasts; Socioeconomic environment
9em5, Limnology; Hydrobiology; Coasts; Geographical distribution
9em6, Limnology; Hydrobiology; Coasts; History
9em7, Limnology; Hydrobiology; Coasts; Chemicophysical properties  
9en0, Limnology; Hydrobiology; Laboratory experimentation; Methods
9en1, Limnology; Hydrobiology; Laboratory experimentation; 
9en2, Limnology; Hydrobiology; Laboratory experimentation; 
9en3, Limnology; Hydrobiology; Laboratory experimentation; Ecology
9en4, Limnology; Hydrobiology; Laboratory experimentation; Socioeconomic environment
9en5, Limnology; Hydrobiology; Laboratory experimentation; Geographical distribution
9en6, Limnology; Hydrobiology; Laboratory experimentation; History
9en7, Limnology; Hydrobiology; Laboratory experimentation; Chemicophysical properties  
9eo0, Limnology; Hydrobiology; Biological interaction; Methods
9eo1, Limnology; Hydrobiology; Biological interaction; 
9eo2, Limnology; Hydrobiology; Biological interaction; 
9eo3, Limnology; Hydrobiology; Biological interaction; Ecology
9eo4, Limnology; Hydrobiology; Biological interaction; Socioeconomic environment
9eo5, Limnology; Hydrobiology; Biological interaction; Geographical distribution
9eo6, Limnology; Hydrobiology; Biological interaction; History
9eo7, Limnology; Hydrobiology; Biological interaction; Chemicophysical properties  
9ep0, Limnology; Hydrobiology; Underground waters; Methods
9ep1, Limnology; Hydrobiology; Underground waters; 
9ep2, Limnology; Hydrobiology; Underground waters; 
9ep3, Limnology; Hydrobiology; Underground waters; Ecology
9ep4, Limnology; Hydrobiology; Underground waters; Socioeconomic environment
9ep5, Limnology; Hydrobiology; Underground waters; Geographical distribution
9ep6, Limnology; Hydrobiology; Underground waters; History
9ep7, Limnology; Hydrobiology; Underground waters; Chemicophysical properties  
9eq0, Limnology; Hydrobiology; Hot springs; Methods
9eq1, Limnology; Hydrobiology; Hot springs; 
9eq2, Limnology; Hydrobiology; Hot springs; 
9eq3, Limnology; Hydrobiology; Hot springs; Ecology
9eq4, Limnology; Hydrobiology; Hot springs; Socioeconomic environment
9eq5, Limnology; Hydrobiology; Hot springs; Geographical distribution
9eq6, Limnology; Hydrobiology; Hot springs; History
9eq7, Limnology; Hydrobiology; Hot springs; Chemicophysical properties  
9er0, Limnology; Hydrobiology; Inland seas; Salt lakes; Methods
9er1, Limnology; Hydrobiology; Inland seas; Salt lakes; 
9er2, Limnology; Hydrobiology; Inland seas; Salt lakes; 
9er3, Limnology; Hydrobiology; Inland seas; Salt lakes; Ecology
9er4, Limnology; Hydrobiology; Inland seas; Salt lakes; Socioeconomic environment
9er5, Limnology; Hydrobiology; Inland seas; Salt lakes; Geographical distribution
9er6, Limnology; Hydrobiology; Inland seas; Salt lakes; History
